[[97.0, 150.0], [96.0, 157.0]] [[68.0, 145.0], [60.0, 151.0]] 26.6192998878 2721076.95886
[[87.0, 156.0], [96.0, 157.0]] [[83.0, 181.0], [96.0, 182.0]] 24.7732037167 2721301.28976
[[105.0, 172.0], [96.0, 159.0]] [[94.0, 206.0], [96.0, 182.0]] 32.062438197 2721808.24142
[[96.0, 159.0], [105.0, 158.0]] [[99.0, 122.0], [88.0, 132.0]] 29.3706349261 2722074.20383
[[105.0, 172.0], [105.0, 158.0]] [[78.0, 129.0], [88.0, 132.0]] 37.4492462077 2722598.49328
[[96.0, 159.0], [105.0, 172.0]] [[85.0, 152.0], [97.0, 153.0]] 14.2111308501 2722823.19099
[[105.0, 172.0], [95.0, 172.0]] [[97.0, 153.0], [84.0, 169.0]] 14.6238493475 2722969.42948
[[96.0, 159.0], [95.0, 172.0]] [[97.0, 153.0], [85.0, 152.0]] 13.2182186745 2723141.77397
[[106.0, 130.0], [105.0, 148.0]] [[85.0, 152.0], [97.0, 146.0]] 16.1710626744 2723433.30195
[[105.0, 148.0], [98.0, 131.0]] [[97.0, 153.0], [97.0, 146.0]] 9.66439898551 2723610.97976
[[106.0, 130.0], [98.0, 131.0]] [[88.0, 132.0], [85.0, 144.0]] 13.7014711698 2723721.44455
[[105.0, 148.0], [106.0, 130.0]] [[88.0, 132.0], [99.0, 122.0]] 15.1906729886 2723995.29831
[[106.0, 130.0], [113.0, 128.0]] [[99.0, 122.0], [98.0, 136.0]] 11.2209892231 2724076.98834
[[105.0, 148.0], [113.0, 128.0]] [[88.0, 132.0], [98.0, 136.0]] 16.7198794344 2724437.14556
[[115.0, 167.0], [131.0, 193.0]] [[108.0, 152.0], [124.0, 147.0]] 22.9726799471 2725138.47105
[[115.0, 167.0], [105.0, 172.0]] [[124.0, 147.0], [131.0, 154.0]] 24.8547490499 2725416.35559
[[125.0, 157.0], [116.0, 152.0]] [[108.0, 152.0], [131.0, 154.0]] 5.43452191361 2725472.30742
[[113.0, 128.0], [116.0, 152.0]] [[124.0, 147.0], [108.0, 152.0]] 17.8176586816 2725903.25909
[[106.0, 130.0], [100.0, 115.0]] [[108.0, 152.0], [108.0, 144.0]] 22.3167024632 2726263.79645
[[100.0, 115.0], [113.0, 128.0]] [[124.0, 147.0], [108.0, 144.0]] 22.8696628952 2726684.25008
[[48.0, 79.0], [55.0, 84.0]] [[98.0, 136.0], [85.0, 144.0]] 70.7859110613 2727293.17352
[[48.0, 79.0], [56.0, 75.0]] [[98.0, 136.0], [99.0, 122.0]] 60.1753529291 2727831.39824
[[78.0, 82.0], [67.0, 75.0]] [[136.0, 152.0], [124.0, 147.0]] 86.8814899494 2728964.19427
[[141.0, 86.0], [140.0, 76.0]] [[117.0, 130.0], [124.0, 147.0]] 57.8250231235 2729545.32856
[[140.0, 76.0], [148.0, 82.0]] [[117.0, 130.0], [142.0, 86.0]] 32.9650826092 2729874.97939
[[130.0, 76.0], [130.0, 86.0]] [[54.0, 74.0], [64.0, 84.0]] 58.4773830986 2730459.75322
[[148.0, 82.0], [140.0, 76.0]] [[64.0, 84.0], [53.0, 83.0]] 85.0422139079 2731310.17536
[[113.0, 128.0], [130.0, 86.0]] [[54.0, 74.0], [53.0, 83.0]] 63.8903140658 2734205.04824
[[141.0, 86.0], [130.0, 86.0]] [[72.0, 53.0], [65.0, 75.0]] 70.517943095 2734980.74561
[[47.0, 177.0], [67.0, 156.0]] [[45.0, 78.0], [54.0, 74.0]] 81.9542839233 2737357.41985
[[67.0, 156.0], [76.0, 165.0]] [[45.0, 78.0], [53.0, 83.0]] 72.6803442916 2738282.4896
[[77.0, 150.0], [71.0, 156.0]] [[130.0, 77.0], [131.0, 86.0]] 72.2943400251 2738895.92742
[[67.0, 156.0], [71.0, 156.0]] [[142.0, 86.0], [117.0, 130.0]] 76.4936777019 2739201.90213
[[95.0, 172.0], [95.0, 203.0]] [[117.0, 130.0], [131.0, 86.0]] 77.3588755573 2741600.02727
[[95.0, 172.0], [86.0, 171.0]] [[55.0, 150.0], [67.0, 171.0]] 22.1649145608 2741800.73911
[[95.0, 203.0], [95.0, 172.0]] [[42.0, 177.0], [67.0, 171.0]] 40.7533512168 2743064.093
[[95.0, 172.0], [105.0, 172.0]] [[55.0, 150.0], [68.0, 145.0]] 38.5710496708 2743449.8035
[[77.0, 150.0], [88.0, 147.0]] [[55.0, 150.0], [60.0, 151.0]] 21.0202797805 2743689.47156
[[88.0, 147.0], [87.0, 156.0]] [[85.0, 144.0], [85.0, 152.0]] 9.26978001968 2743773.41299
[[77.0, 150.0], [87.0, 156.0]] [[68.0, 145.0], [85.0, 152.0]] 3.54486611261 2743814.75288
[[97.0, 150.0], [98.0, 131.0]] [[85.0, 144.0], [98.0, 136.0]] 6.11128778735 2743931.02806
[[98.0, 131.0], [105.0, 148.0]] [[85.0, 144.0], [97.0, 146.0]] 8.65005662173 2744090.05741
[[97.0, 150.0], [105.0, 148.0]] [[96.0, 182.0], [108.0, 181.0]] 32.5448677662 2744358.42927
[[115.0, 167.0], [125.0, 157.0]] [[97.0, 146.0], [85.0, 152.0]] 26.9544027889 2744739.62209
[[125.0, 157.0], [143.0, 179.0]] [[108.0, 152.0], [108.0, 169.0]] 19.0245272692 2745280.40076
[[115.0, 167.0], [143.0, 179.0]] [[108.0, 169.0], [97.0, 153.0]] 23.5610751108 2745998.14397
[[125.0, 157.0], [115.0, 167.0]] [[108.0, 152.0], [97.0, 153.0]] 12.7724933792 2746178.7743
[[115.0, 167.0], [120.0, 158.0]] [[108.0, 169.0], [108.0, 152.0]] 9.73073146778 2746278.95831
[[125.0, 157.0], [120.0, 158.0]] [[108.0, 152.0], [123.0, 172.0]] 6.53067921087 2746312.25837
[[105.0, 148.0], [105.0, 156.0]] [[108.0, 169.0], [123.0, 172.0]] 16.7141669711 2746445.97171
[[97.0, 150.0], [105.0, 156.0]] [[97.0, 146.0], [108.0, 144.0]] 8.13941615489 2746527.36587
[[105.0, 148.0], [116.0, 152.0]] [[108.0, 144.0], [108.0, 152.0]] 1.6828912197 2746547.06361
[[116.0, 152.0], [125.0, 157.0]] [[97.0, 146.0], [108.0, 152.0]] 17.3285712246 2746725.47217
[[116.0, 152.0], [120.0, 158.0]] [[108.0, 144.0], [124.0, 147.0]] 8.61900156096 2746787.62467
[[105.0, 158.0], [116.0, 152.0]] [[131.0, 154.0], [136.0, 152.0]] 18.4612957674 2747018.94404
[[105.0, 158.0], [120.0, 158.0]] [[124.0, 147.0], [136.0, 152.0]] 16.7831401374 2747270.69115
[[105.0, 158.0], [96.0, 157.0]] [[136.0, 152.0], [131.0, 154.0]] 24.7409351524 2747494.72984
[[105.0, 156.0], [96.0, 157.0]] [[131.0, 154.0], [123.0, 172.0]] 16.2172512968 2747641.5833
[[115.0, 167.0], [105.0, 158.0]] [[123.0, 172.0], [134.0, 194.0]] 21.1168049214 2747925.68085
[[87.0, 156.0], [87.0, 157.0]] [[123.0, 172.0], [108.0, 181.0]] 31.825467782 2747957.50632
[[77.0, 150.0], [87.0, 157.0]] [[97.0, 146.0], [97.0, 153.0]] 13.7690022491 2748125.57841
[[77.0, 150.0], [76.0, 165.0]] [[108.0, 181.0], [108.0, 169.0]] 31.3900122321 2748597.47377
[[76.0, 165.0], [71.0, 156.0]] [[123.0, 172.0], [108.0, 169.0]] 40.6448592715 2749015.93821
[[76.0, 165.0], [77.0, 150.0]] [[84.0, 169.0], [97.0, 153.0]] 13.0862597417 2749212.66783
[[76.0, 165.0], [87.0, 157.0]] [[97.0, 153.0], [97.0, 170.0]] 15.5367936822 2749423.99107
[[86.0, 171.0], [96.0, 159.0]] [[84.0, 169.0], [97.0, 170.0]] 4.09936318166 2749488.02517
[[95.0, 172.0], [96.0, 159.0]] [[108.0, 181.0], [96.0, 182.0]] 19.9288885662 2749747.86609
[[86.0, 171.0], [59.0, 193.0]] [[96.0, 182.0], [97.0, 170.0]] 21.1384012732 2750484.07749
[[86.0, 171.0], [76.0, 165.0]] [[108.0, 181.0], [97.0, 170.0]] 18.9235914413 2750704.76259
[[76.0, 165.0], [67.0, 156.0]] [[96.0, 182.0], [83.0, 181.0]] 23.1662915553 2750999.62134
[[86.0, 171.0], [87.0, 157.0]] [[83.0, 181.0], [84.0, 169.0]] 11.7764655169 2751164.91191
[[96.0, 159.0], [86.0, 171.0]] [[96.0, 182.0], [84.0, 169.0]] 13.633222349 2751377.86965
[[96.0, 159.0], [87.0, 157.0]] [[67.0, 171.0], [55.0, 150.0]] 26.1459876834 2751618.92375
[[120.0, 158.0], [115.0, 167.0]] [[83.0, 181.0], [67.0, 171.0]] 35.1098270075 2751980.40154
[[105.0, 158.0], [115.0, 167.0]] [[97.0, 170.0], [108.0, 169.0]] 10.1316038294 2752116.70833
[[96.0, 157.0], [105.0, 158.0]] [[97.0, 153.0], [108.0, 169.0]] 1.20913658697 2752127.65753
[[105.0, 158.0], [96.0, 159.0]] [[108.0, 169.0], [97.0, 170.0]] 11.1535814656 2752228.65751
81.1684166238
1.67954144805
